loss,auc,val_loss,val_auc
0.361811101436615,0.5440810322761536,52.25312423706055,0.5000008344650269
0.28006646037101746,0.6276307702064514,1.0822266340255735,0.5001965761184692
0.27511465549468994,0.6413673758506775,0.5133301019668579,0.5442191362380981
0.272216796875,0.6446248292922974,0.42170411348342896,0.5756699442863464
0.2703061401844025,0.6509296298027039,0.423583984375,0.5418352484703064
0.26865553855896,0.6529725193977356,0.3795166015625,0.5801441669464111
0.2673923671245575,0.6549671292304993,0.3268066346645355,0.592273473739624
0.2661822736263275,0.6564778089523315,0.3172607421875,0.5713812112808228
0.2650358974933624,0.6588366031646729,0.3346191346645355,0.5543193817138672
0.2640805542469025,0.6603490710258484,0.36054688692092896,0.5416197180747986
0.26307743787765503,0.6623660922050476,0.37626954913139343,0.5268567204475403
0.262201726436615,0.6646904945373535,0.39946290850639343,0.5202470421791077
0.2612994611263275,0.6669245958328247,0.419921875,0.5248304009437561
0.2605670392513275,0.6687434315681458,0.4563476741313934,0.5340962409973145
0.259760320186615,0.6702101826667786,0.4705566465854645,0.5458592772483826
0.25902259349823004,0.6712455749511719,0.510498046875,0.5483880043029785
0.25851309299468994,0.6719741225242615,0.4521484375,0.5695502758026123
0.2578708827495575,0.6732116341590881,0.4688964784145355,0.5687292814254761
0.2573985159397125,0.6736079454421997,0.44184571504592896,0.5810767412185669
0.2568943202495575,0.6736034154891968,0.3855957090854645,0.6031332612037659
0.2556842267513275,0.6761533617973328,0.491162121295929,0.5746670961380005
0.2554931640625,0.6765735745429993,0.3587890565395355,0.6206774711608887
0.2541928589344025,0.6788116693496704,0.4607910215854645,0.5841299295425415
0.2539805471897125,0.6787768006324768,0.3834472596645355,0.613558292388916
0.2526059448719025,0.6819505095481873,0.4753906428813934,0.5821600556373596
0.25318974256515503,0.6795910596847534,0.3602050840854645,0.6276077628135681
0.25154444575309753,0.6834756731987,0.31220704317092896,0.6421059966087341
0.25025475025176996,0.6859014630317688,0.459179699420929,0.5913450717926025
0.25052544474601746,0.6845210194587708,0.454541027545929,0.5989052057266235
0.2501433193683624,0.6861767768859863,0.33427736163139343,0.6404046416282654
0.2484555542469025,0.6883863806724548,0.4021972715854645,0.6179416179656982
0.2488483041524887,0.68659907579422,0.36601564288139343,0.6298462152481079
0.24765412509441376,0.6890523433685303,0.3834472596645355,0.6251454353332521
0.24765944480896,0.6877201795578003,0.33234864473342896,0.6423199772834778
0.2465236485004425,0.690019428730011,0.35136720538139343,0.636862576007843
0.2464068979024887,0.6889083981513977,0.4070800840854645,0.6208479404449463
0.2457700073719025,0.6913458704948425,0.3656249940395355,0.6357715725898743
0.2452976405620575,0.6919789314270021,0.36958009004592896,0.6353777050971985
0.2450694292783737,0.6915311217308044,0.3354736268520355,0.6472589373588562
0.2445811480283737,0.6920166015625,0.34064942598342896,0.6459113359451294
0.24411940574646,0.6923721432685852,0.3653808534145355,0.6362899541854858
0.2446766793727875,0.6895411014556885,0.2647705078125,0.6781848073005676
0.24306853115558624,0.6918416023254395,0.296142578125,0.671292781829834
0.24270762503147125,0.6926739811897278,0.2602783143520355,0.6869560480117798
0.2421078979969025,0.692764937877655,0.2737060487270355,0.6812763810157776
0.24179475009441376,0.6939698457717896,0.27167969942092896,0.6852296590805054
0.24099864065647125,0.6945573091506958,0.3080078065395355,0.658541202545166
0.24080227315425876,0.6943526268005371,0.2593017518520355,0.6859826445579529
0.2401123046875,0.6954284310340881,0.3509765565395355,0.6388974189758301
0.2400645464658737,0.6955186724662781,0.2635742127895355,0.6798617243766785
